"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"LINC01534.1",4.14283282793229e-07,-0.101266450209883,0.023,0.018,0.00737548528356786,"18","LINC01534"
"ZNF229",4.19540614428895e-07,2.20564852834618,0.012,0.002,0.00746908155867762,"18","ZNF229"
"DHRS11",4.23914201223946e-07,-0.341854707548324,0.015,0.012,0.00754694452438991,"18","DHRS11"
"AC093423.2.1",4.30077643354119e-07,0.155608696747818,0.015,0.008,0.00765667228463339,"18","AC093423.2"
"RNLS",4.32826135128642e-07,0.602133078420299,0.022,0.011,0.00770560368369521,"18","RNLS"
"PCDH1.1",4.36017002727936e-07,-3.599326192588,0.002,0.017,0.00776241069956545,"18","PCDH1"
"CENPO",4.37433700956431e-07,-0.781597560620705,0.017,0.02,0.00778763217812734,"18","CENPO"
"CTIF",4.43477746337591e-07,-1.51973414352295,0.01,0.019,0.00789523431804814,"18","CTIF"
"HIST1H2BJ.1",4.65345317404972e-07,-0.734939856556848,0.015,0.017,0.00828454268576072,"18","HIST1H2BJ"
"MNT",4.65377942526031e-07,-0.470986046118833,0.039,0.043,0.00828512351079092,"18","MNT"
"SOCS6",4.65650221663922e-07,0.34492881779498,0.021,0.011,0.00828997089628281,"18","SOCS6"
"TMLHE-AS1",4.68429037594365e-07,-0.374023474889198,0.012,0.01,0.00833944215629248,"18","TMLHE-AS1"
"AC010331.1",4.7114171370399e-07,-0.353774022375347,0.019,0.018,0.00838773592907213,"18","AC010331.1"
"EPM2A",4.95493691613008e-07,0.391174263718134,0.022,0.012,0.00882127419178639,"18","EPM2A"
"ZNF555",4.99746916706034e-07,-0.241279765372409,0.019,0.015,0.00889699435811752,"18","ZNF555"
"ABCD1.1",5.19799162290953e-07,-1.10435125150638,0.019,0.028,0.00925398448626584,"18","ABCD1"
"NEDD4L",5.2081257878033e-07,0.560788391630304,0.02,0.01,0.00927202634002622,"18","NEDD4L"
"ZGRF1",5.39576816207798e-07,-0.810896779780399,0.02,0.025,0.00960608605894743,"18","ZGRF1"
"NLN",5.39689534526138e-07,2.40235499789653,0.014,0.002,0.00960809278316884,"18","NLN"
"AC246785.3",5.42327915442977e-07,0.22078904969721,0.026,0.017,0.00965506387863132,"18","AC246785.3"
"HIST1H2AL",5.46170200121601e-07,-0.684815139822622,0.013,0.011,0.00972346807276486,"18","HIST1H2AL"
"FMO4",5.51828142733721e-07,-0.484802586694068,0.014,0.013,0.00982419642508843,"18","FMO4"
"MYLPF",5.59665266575251e-07,0.609850976842327,0.016,0.007,0.00996372074083919,"18","MYLPF"
"TRAM2",5.67681783689764e-07,-1.14023927275402,0.014,0.021,0.0101064387950289,"18","TRAM2"
"SGO1",5.75941629208802e-07,0.65715390646742,0.016,0.006,0.0102534888248043,"18","SGO1"
"IFT81",5.96771443306563e-07,0.306128965605625,0.014,0.007,0.0106243220051867,"18","IFT81"
"CBWD6.2",6.02560879030681e-07,0.599014318474488,0.022,0.01,0.0107273913293832,"18","CBWD6"
"DOCK8-AS1",6.03761347573868e-07,1.26500232354952,0.019,0.006,0.0107487632708576,"18","DOCK8-AS1"
"AC027031.2",6.07701729578818e-07,1.50016762077099,0.019,0.006,0.0108189138916917,"18","AC027031.2"
"ZNF837",6.08822186214212e-07,0.701783114241275,0.018,0.008,0.0108388613811716,"18","ZNF837"
"LTB4R2",6.13819047561483e-07,-0.731595871935489,0.016,0.018,0.0109278205037371,"18","LTB4R2"
"CERNA1.2",6.1576712457763e-07,0.781544028853507,0.023,0.01,0.0109625021188556,"18","CERNA1"
"BORA",6.25692064182724e-07,-0.330699909712115,0.029,0.027,0.011139195818645,"18","BORA"
"LINC02211",6.43121285110956e-07,0.929088708056296,0.018,0.007,0.0114494882388303,"18","LINC02211"
"AC008443.5",6.55915013708147e-07,0.289042132431623,0.017,0.009,0.0116772549890461,"18","AC008443.5"
"ETV2.1",6.61882647578862e-07,-0.77935869576282,0.022,0.027,0.0117834967748465,"18","ETV2"
"CORO2A.1",6.620952762655e-07,0.498518287362705,0.043,0.025,0.0117872822033547,"18","CORO2A"
"CLIC5.2",6.68668991193696e-07,-0.70434442732373,0.02,0.022,0.0119043140502214,"18","CLIC5"
"ZNF571",6.71343997327242e-07,-0.25656959573632,0.03,0.027,0.0119519371844169,"18","ZNF571"
"LINC01841",6.72289550893709e-07,1.05499490069094,0.016,0.005,0.0119687708745607,"18","LINC01841"
"LMNTD2",6.78266813644047e-07,-0.117972360484939,0.023,0.018,0.012075184083305,"18","LMNTD2"
"CDCA7L.1",6.81942461162434e-07,0.203733386525322,0.025,0.015,0.0121406216360748,"18","CDCA7L"
"HDAC4-AS1.1",6.8427488940138e-07,-0.9489670404067,0.017,0.021,0.0121821458560128,"18","HDAC4-AS1"
"TNFSF13B.2",6.84855036121694e-07,0.215032988826067,0.028,0.016,0.0121924742080745,"18","TNFSF13B"
"AP002381.2",6.96429266443435e-07,-0.628675689684615,0.032,0.037,0.0123985302304925,"18","AP002381.2"
"CYB5D2",7.00966829412064e-07,0.409706514570491,0.036,0.022,0.012479312464023,"18","CYB5D2"
"ZNF689",7.14036787238376e-07,-0.522462699244242,0.027,0.029,0.0127119969232048,"18","ZNF689"
"PLD2",7.29124048676437e-07,-0.389795247424474,0.015,0.013,0.0129805954385866,"18","PLD2"
"SBF2-AS1",7.31564923568979e-07,-0.486780945051347,0.022,0.022,0.0130240503342985,"18","SBF2-AS1"
"TFPI",7.40454813828617e-07,1.53358811077898,0.017,0.004,0.0131823170505909,"18","TFPI"
"LINC00957",7.40493804509256e-07,0.109634528593527,0.018,0.011,0.0131830112016783,"18","LINC00957"
"TSPAN13",7.4431760599881e-07,1.22228792731455,0.013,0.004,0.0132510863395968,"18","TSPAN13"
"RBM15-AS1.1",7.51209759941882e-07,0.153282342259589,0.015,0.009,0.0133737873562453,"18","RBM15-AS1"
"HIST1H2AE.1",7.59766893881067e-07,-0.371730988727333,0.043,0.042,0.0135261300117646,"18","HIST1H2AE"
"NRARP",7.65665934793706e-07,1.67138693190858,0.012,0.002,0.0136311506371323,"18","NRARP"
"AC068631.1",7.67153377489719e-07,0.713470073664072,0.011,0.004,0.0136576315794495,"18","AC068631.1"
"KCTD21-AS1",7.75610616805922e-07,0.124839930141323,0.012,0.006,0.0138081958109958,"18","KCTD21-AS1"
"RGPD8",7.84145960359043e-07,-0.176344476485732,0.021,0.016,0.013960150532272,"18","RGPD8"
"AL031599.1",7.84303285395335e-07,0.81724715050362,0.013,0.005,0.0139629513898932,"18","AL031599.1"
"AC012020.1",7.99470121245062e-07,-1.12649230075026,0.01,0.013,0.0142329665685258,"18","AC012020.1"
"NRAV",8.05883660763005e-07,0.349283627368239,0.018,0.01,0.0143471468125638,"18","NRAV"
"PTPRM",8.23611460613288e-07,-1.03240253254177,0.025,0.036,0.0146627548332984,"18","PTPRM"
"ZNF514",8.24439795591601e-07,0.126846451080314,0.034,0.024,0.0146775016809173,"18","ZNF514"
"ANGPT2",8.57217066572518e-07,-0.478583330133298,0.015,0.014,0.0152610354361905,"18","ANGPT2"
"PIF1",8.71743206326836e-07,-0.332798478027927,0.024,0.024,0.0155196443022367,"18","PIF1"
"GPT2",8.77996330856367e-07,1.40205298257594,0.015,0.004,0.0156309686782359,"18","GPT2"
"IL1RN",8.8057604031221e-07,0.244116220435833,0.015,0.008,0.0156768952456783,"18","IL1RN"
"AC069544.1",8.96034425385125e-07,-0.125438097723677,0.02,0.016,0.0159521008751314,"18","AC069544.1"
"AC113410.4",8.97414843735466e-07,-0.509623008053128,0.012,0.009,0.0159766764630225,"18","AC113410.4"
"AC009961.1",9.04097928103381e-07,-0.426239849742333,0.019,0.017,0.0160956554140245,"18","AC009961.1"
"TRDJ4",9.23261301616963e-07,1.91128032675215,0.011,0.002,0.0164368209526868,"18","TRDJ4"
"FLVCR1-DT",9.2905611782544e-07,0.381376392262698,0.016,0.008,0.0165399860656463,"18","FLVCR1-DT"
"AC006299.1.1",9.43700233784405e-07,0.310021999175591,0.022,0.012,0.0168006952620638,"18","AC006299.1"
"FBXO48.1",9.4449507887463e-07,-1.03313369423234,0.015,0.021,0.016814845889205,"18","FBXO48"
"PLTP",9.45175282428173e-07,0.233415235102509,0.015,0.009,0.0168269555530688,"18","PLTP"
"SIGLEC9.2",9.49251349519694e-07,-2.35817765147404,0.005,0.018,0.0168995217754991,"18","SIGLEC9"
"LINC02340.2",9.56134674241152e-07,0.180951714518134,0.033,0.023,0.0170220656055152,"18","LINC02340"
"IL11RA",9.86128004013419e-07,0.234224284694655,0.021,0.013,0.0175560368554509,"18","IL11RA"
"AC007566.1",9.87900554776903e-07,-0.101424154258797,0.015,0.01,0.0175875935766932,"18","AC007566.1"
"RAD52",9.93529182003153e-07,-0.633746872361838,0.022,0.023,0.0176878000272021,"18","RAD52"
"AC145207.2.1",1.03050190120689e-06,0.456768472914177,0.016,0.008,0.0183460253471863,"18","AC145207.2"
"TRDV2.3",1.03098322578599e-06,-4.44959411370496,0.002,0.016,0.0183545943686679,"18","TRDV2"
"DPYSL4",1.03969926690216e-06,1.30053474322273,0.011,0.003,0.0185097660486591,"18","DPYSL4"
"LAMTOR5-AS1",1.05380052828435e-06,-0.10167944316253,0.016,0.011,0.0187608108050462,"18","LAMTOR5-AS1"
"SEC31B",1.06219929032507e-06,-0.912007798430067,0.012,0.013,0.0189103339656572,"18","SEC31B"
"PRSS36",1.09143864661268e-06,1.00673124124358,0.01,0.003,0.0194308822256455,"18","PRSS36"
"LINC00944.3",1.10177650832383e-06,-2.61127386234409,0.003,0.02,0.0196149271776891,"18","LINC00944"
"AP002812.2",1.10400494234397e-06,-1.33395517770433,0.008,0.01,0.0196545999885497,"18","AP002812.2"
"PHF13",1.10951585991973e-06,-0.411855604320678,0.029,0.029,0.0197527108541509,"18","PHF13"
"AC008267.5",1.11074445698968e-06,0.159835831515626,0.025,0.016,0.0197745835677873,"18","AC008267.5"
"ZBTB18.2",1.11517089409653e-06,0.662288509503536,0.019,0.008,0.0198533874276006,"18","ZBTB18"
"DISP1.1",1.12143147119971e-06,-0.381206027696947,0.025,0.023,0.0199648444817684,"18","DISP1"
"ZNF433",1.1399072942663e-06,-0.931129998519023,0.011,0.012,0.0202937695598229,"18","ZNF433"
"AL139807.1",1.17673454331294e-06,0.186153310670304,0.016,0.009,0.0209494050746003,"18","AL139807.1"
"MTERF2",1.17770641297308e-06,-0.310996935557283,0.032,0.032,0.0209667072701597,"18","MTERF2"
"SMIM1.2",1.20560989018755e-06,-1.62942078755456,0.007,0.012,0.0214634728750089,"18","SMIM1"
"RASD1",1.23402861598037e-06,3.51723098817441,0.011,0.001,0.0219694114502985,"18","RASD1"
"AL121985.1",1.26765484502989e-06,0.249160083655068,0.012,0.006,0.0225680592060671,"18","AL121985.1"
"KIF21A.3",1.27362752830791e-06,-1.67228438205123,0.012,0.032,0.0226743908864656,"18","KIF21A"
"TRIM68",1.30791076761077e-06,-0.731248358717553,0.02,0.023,0.0232847353957746,"18","TRIM68"
"ZNF222.1",1.31809245110372e-06,-0.450163504035719,0.019,0.019,0.0234659999069995,"18","ZNF222"
"ACSF2",1.33776171547795e-06,-1.72897564982853,0.009,0.021,0.0238161718206539,"18","ACSF2"
"BOLA3-AS1",1.34059262573466e-06,0.299240770603325,0.013,0.007,0.0238665705159541,"18","BOLA3-AS1"
"DNHD1",1.35858190998048e-06,-0.327676213123768,0.025,0.023,0.0241868337433826,"18","DNHD1"
"SYNPO2",1.35993172401187e-06,0.333727259686276,0.02,0.011,0.0242108644825832,"18","SYNPO2"
"GEM",1.35994559601474e-06,1.61245229305782,0.02,0.005,0.0242111114458504,"18","GEM"
"ORC6",1.38196450284111e-06,1.7287334581254,0.011,0.002,0.0246031140440803,"18","ORC6"
"TBC1D2",1.40806466293913e-06,-0.574494720510343,0.017,0.017,0.0250677751943054,"18","TBC1D2"
"KBTBD6",1.41287944230818e-06,-0.348604647451837,0.016,0.014,0.0251534927114126,"18","KBTBD6"
"ABCG1",1.45247278568096e-06,-0.263819720885198,0.034,0.032,0.0258583730034782,"18","ABCG1"
"JAG1",1.47492042175418e-06,1.28619415293824,0.016,0.005,0.0262580082684897,"18","JAG1"
"VPS37C",1.47722597519875e-06,-0.321640631183842,0.019,0.016,0.0262990540364633,"18","VPS37C"
"LTB4R",1.49756609304934e-06,0.211462431355038,0.019,0.012,0.0266611691545573,"18","LTB4R"
"ZNF573",1.50223272439647e-06,-0.235709515938728,0.023,0.02,0.0267442491924303,"18","ZNF573"
"AC010864.1",1.57151662620052e-06,0.517447843433968,0.012,0.006,0.0279777104962478,"18","AC010864.1"
"SIT1.1",1.5740863580055e-06,-1.95988751825721,0.005,0.023,0.0280234594315719,"18","SIT1"
"AC020659.1",1.58970590716789e-06,-2.23032328288774,0.007,0.023,0.0283015342653099,"18","AC020659.1"
"AL132996.1",1.63227288033591e-06,2.03525448619369,0.012,0.002,0.0290593540886201,"18","AL132996.1"
"AC079921.1",1.64492749494037e-06,-0.105365390586866,0.017,0.012,0.0292846441924234,"18","AC079921.1"
"AC120193.1.2",1.65580635393741e-06,0.303252903840208,0.029,0.017,0.0294783205191478,"18","AC120193.1"
"ZKSCAN4.1",1.68472062982617e-06,-0.626621636600794,0.021,0.022,0.0299930813727953,"18","ZKSCAN4"
"CFAP44",1.6907830483953e-06,-0.344096494819899,0.024,0.021,0.0301010106105815,"18","CFAP44"
"DDN-AS1.2",1.69421670352901e-06,0.387400556683491,0.025,0.015,0.0301621399729269,"18","DDN-AS1"
"ALG1L",1.73701829509458e-06,1.36065665988452,0.011,0.003,0.0309241367075687,"18","ALG1L"
"SLC25A5-AS1",1.7382070126925e-06,0.136613313817465,0.017,0.011,0.0309452994469646,"18","SLC25A5-AS1"
"ADGRA3",1.78552027117482e-06,0.522510940790488,0.019,0.009,0.0317876173877253,"18","ADGRA3"
"FILIP1L",1.80388741966605e-06,1.22421853463012,0.012,0.004,0.0321146077323148,"18","FILIP1L"
"AL121832.2",1.80981154386e-06,-0.537475559455408,0.014,0.013,0.0322200749153396,"18","AL121832.2"
"AL683807.1",1.82360589403188e-06,-0.498462221808073,0.025,0.025,0.0324656557314496,"18","AL683807.1"
"IFT46",1.82781642326044e-06,-0.491158559410542,0.021,0.021,0.0325406157833056,"18","IFT46"
"JAKMIP2-AS1.1",1.85566951057063e-06,-0.282683616257662,0.015,0.012,0.0330364842966889,"18","JAKMIP2-AS1"
"TRBJ1-5",1.85634289834916e-06,-0.835126851777697,0.033,0.041,0.03304847261931,"18","TRBJ1-5"
"AC026150.1",1.86753024213676e-06,1.53299627133209,0.012,0.003,0.0332476409007607,"18","AC026150.1"
"FUT4",1.88856626303089e-06,0.296331713338398,0.022,0.013,0.0336221451807389,"18","FUT4"
"SPACA6.2",1.89090898236457e-06,-0.150030413040197,0.028,0.022,0.0336638526130364,"18","SPACA6"
"AC073508.3",1.90924703384882e-06,0.89244194858704,0.014,0.005,0.0339903249436106,"18","AC073508.3"
"LYSMD4.1",1.91285287423906e-06,0.142184653927774,0.023,0.016,0.034054519720078,"18","LYSMD4"
"PFN2",1.92939573777363e-06,0.340218262692266,0.015,0.008,0.034349032319584,"18","PFN2"
"PSMG3-AS1.1",1.97766651261022e-06,0.283720697747551,0.023,0.014,0.0352083969239998,"18","PSMG3-AS1"
"AC092652.1.1",2.01631183460771e-06,0.773625093804308,0.016,0.007,0.035896399591521,"18","AC092652.1"
"AL691403.1",2.02350005434969e-06,1.0193372826587,0.022,0.009,0.0360243714675874,"18","AL691403.1"
"CCL2.1",2.05682230827309e-06,-0.210108832714794,0.039,0.032,0.0366176075541859,"18","CCL2"
"ZNF540.1",2.06310045598697e-06,-0.114354601093144,0.029,0.024,0.0367293774179361,"18","ZNF540"
"EPS8L1",2.10264349506889e-06,-0.192611155825968,0.012,0.008,0.0374333621427115,"18","EPS8L1"
"NEMP1",2.14804094203967e-06,-0.290353168020677,0.03,0.028,0.0382415728911323,"18","NEMP1"
"DMPK",2.16036532731494e-06,-0.527578950374528,0.015,0.014,0.0384609839221879,"18","DMPK"
"LINC00243",2.18194333935416e-06,-0.513341769096773,0.023,0.022,0.0388451372705221,"18","LINC00243"
"ZEB2-AS1.1",2.22661568744924e-06,-1.8113731428873,0.007,0.016,0.0396404390836587,"18","ZEB2-AS1"
"AP003717.4",2.23087729601993e-06,-0.504646421407929,0.015,0.014,0.0397163085010428,"18","AP003717.4"
"AL121933.2",2.24372123899246e-06,0.355988379284867,0.011,0.005,0.0399449692177828,"18","AL121933.2"
"FRS3",2.27671772047923e-06,-1.09198687220501,0.011,0.014,0.0405324055776917,"18","FRS3"
"AC091729.3.1",2.32407828781135e-06,-0.348334520808787,0.017,0.014,0.0413755657579055,"18","AC091729.3"
"OR4D1",2.3421548038938e-06,0.376480749266563,0.014,0.007,0.0416973819737213,"18","OR4D1"
"SPAG5-AS1",2.34820149404793e-06,-0.736117770927034,0.018,0.02,0.0418050311985354,"18","SPAG5-AS1"
"LINC02062.1",2.35981224367511e-06,-0.867274010935037,0.017,0.021,0.0420117373741479,"18","LINC02062"
"HIST1H2AH.1",2.36769635467343e-06,-0.363753649196313,0.018,0.015,0.0421520982022511,"18","HIST1H2AH"
"HOXB3",2.40060851289291e-06,-0.713298519378614,0.012,0.014,0.0427380333550325,"18","HOXB3"
"FMNL2",2.40396139908611e-06,2.20562788064878,0.011,0.002,0.04279772478793,"18","FMNL2"
"C12orf40.1",2.40935497648909e-06,-0.15850075016372,0.015,0.011,0.0428937466464353,"18","C12orf40"
"RAPH1",2.41008422204807e-06,0.433116884719871,0.012,0.006,0.0429067294051218,"18","RAPH1"
"PGM2L1.1",2.41268788393758e-06,-0.201690497128338,0.056,0.056,0.0429530823977406,"18","PGM2L1"
"ZYG11B",2.42315233297699e-06,-0.174438130234323,0.028,0.023,0.0431393809839893,"18","ZYG11B"
"AC005520.2",2.44515084418215e-06,-0.125680433635262,0.021,0.016,0.0435310204789748,"18","AC005520.2"
"LINC01597.2",2.45128914477996e-06,-0.284658671079366,0.029,0.026,0.0436403006445176,"18","LINC01597"
"AC097382.3.1",2.47943537018853e-06,-0.214060927933143,0.029,0.026,0.0441413878954664,"18","AC097382.3"
"AC005498.3",2.4971574624555e-06,0.48521489956675,0.012,0.005,0.0444568943040953,"18","AC005498.3"
"AC007728.2.1",2.54545408210062e-06,0.206627207979719,0.014,0.008,0.0453167190236373,"18","AC007728.2"
"RABL2A.1",2.58600623023813e-06,-0.381581776759716,0.019,0.018,0.0460386689169294,"18","RABL2A"
"SPDL1",2.59435533980421e-06,-0.267455796145921,0.023,0.02,0.0461873081145343,"18","SPDL1"
"GPAM",2.64177283113028e-06,-0.116029568779251,0.029,0.023,0.0470314817126124,"18","GPAM"
"AMER1",2.64797597586218e-06,0.359926705423588,0.016,0.009,0.0471419162982744,"18","AMER1"
"ARMCX5",2.6541170158432e-06,0.326337195791829,0.019,0.01,0.0472512452330564,"18","ARMCX5"
"ROM1",2.6771653315256e-06,-0.115852889771334,0.018,0.013,0.0476615743971503,"18","ROM1"
"A2M.1",2.70086056386505e-06,-1.50360443597516,0.016,0.033,0.0480834206184896,"18","A2M"
"ADCY9.3",2.71372347710632e-06,-0.750268700893859,0.029,0.035,0.0483124190629238,"18","ADCY9"
"LRTOMT",2.73667829535553e-06,0.220452550190963,0.02,0.013,0.0487210836922145,"18","LRTOMT"
"AF131215.6",2.74718201870615e-06,0.904005096787996,0.015,0.005,0.0489080814790257,"18","AF131215.6"
"C10orf91",2.74915914662272e-06,0.495612791296341,0.015,0.007,0.0489432802873243,"18","C10orf91"
"FRG1-DT",2.75757143106256e-06,-0.133635311286624,0.012,0.008,0.0490930441872067,"18","FRG1-DT"
"AGER",2.75810562598642e-06,-0.703818594414344,0.024,0.028,0.0491025544594363,"18","AGER"
"STS",2.79965362661622e-06,0.11082850457429,0.023,0.016,0.0498422335146486,"18","STS"
"RAVER2",2.844761524702e-06,0.783283285064876,0.012,0.005,0.0506452894242698,"18","RAVER2"
"TTTY14",2.95952351483331e-06,0.826483499686206,0.02,0.008,0.0526883971345774,"18","TTTY14"
"CBY1.1",2.99648453418126e-06,0.341716824858587,0.036,0.023,0.053346414162029,"18","CBY1"
"BTBD8.2",3.0195806776148e-06,-0.550695592960331,0.023,0.023,0.0537575948035763,"18","BTBD8"
"BEND3",3.03800364590331e-06,1.51789581347916,0.011,0.002,0.0540855789080166,"18","BEND3"
"AL157394.3.2",3.12891738865796e-06,-1.12383754376079,0.018,0.03,0.0557041162702776,"18","AL157394.3"
"ZXDA",3.13964176167583e-06,0.260674716204083,0.021,0.013,0.0558950422831148,"18","ZXDA"
"ZNF443.1",3.14084374397937e-06,0.2208067019905,0.016,0.01,0.0559164411740647,"18","ZNF443"
"AL117379.1.1",3.14563005136228e-06,-0.486789491680267,0.027,0.028,0.0560016518044026,"18","AL117379.1"
"AC026202.2",3.16892930306683e-06,-0.211076096040331,0.022,0.018,0.0564164483824988,"18","AC026202.2"
"RBMS2",3.18780285795871e-06,-0.424410191325303,0.019,0.018,0.056752454280239,"18","RBMS2"
"NKD1.2",3.1991834108763e-06,-0.214588108624183,0.016,0.013,0.0569550622638307,"18","NKD1"
"MMACHC",3.28664088301976e-06,1.39394164374393,0.015,0.005,0.0585120676404007,"18","MMACHC"
"HIST2H2AA3",3.41315930232419e-06,-0.183562085171038,0.017,0.013,0.0607644750592776,"18","HIST2H2AA3"
"BRSK1",3.42789569332889e-06,-0.892712555958433,0.008,0.01,0.0610268270283343,"18","BRSK1"
"AC016394.1",3.43642874100276e-06,0.281516021720186,0.014,0.008,0.0611787408760722,"18","AC016394.1"
"ZSWIM5",3.50698266867145e-06,0.203490567133611,0.014,0.008,0.0624348124503578,"18","ZSWIM5"
"PASK.2",3.53807971294861e-06,-0.717629726931331,0.032,0.028,0.0629884331296242,"18","PASK"
"CDKN3",3.58021467030391e-06,0.135151208198814,0.012,0.007,0.0637385617754205,"18","CDKN3"
"LINC00863",3.63335126782897e-06,-0.197802641944545,0.032,0.028,0.0646845526211592,"18","LINC00863"
"ASF1B",3.63748282800717e-06,0.975885248146995,0.015,0.005,0.0647581067870117,"18","ASF1B"
"ZFP69B",3.66204246235819e-06,0.290681914102286,0.02,0.012,0.0651953419573629,"18","ZFP69B"
"AC087276.2.1",3.68209666991358e-06,0.308016379546665,0.014,0.008,0.0655523670144714,"18","AC087276.2"
"C2orf81",3.70855143820287e-06,0.11212917018914,0.019,0.012,0.0660233412543257,"18","C2orf81"
"AL354707.1",3.73833202690013e-06,1.01141519050609,0.019,0.007,0.0665535250749029,"18","AL354707.1"
"AC019205.1",3.78405173118139e-06,-0.184566510239453,0.017,0.013,0.0673674729702222,"18","AC019205.1"
"PGBD4.1",3.85659054522016e-06,0.693199033660973,0.018,0.008,0.0686588814765545,"18","PGBD4"
"ZBTB20-AS5",3.93541615841625e-06,0.190511490298989,0.015,0.009,0.0700622138682846,"18","ZBTB20-AS5"
"LINC01135",3.94391285055886e-06,-0.69391425596241,0.021,0.024,0.0702134804784994,"18","LINC01135"
"EBI3",4.02273032856775e-06,2.44445082472785,0.012,0.002,0.0716166680394917,"18","EBI3"
"AC009812.1.1",4.04444006771629e-06,0.306509935166869,0.017,0.01,0.072003166525553,"18","AC009812.1"
"DUSP18.1",4.10616808905636e-06,-0.568028078715385,0.025,0.027,0.0731021104894703,"18","DUSP18"
"HCG25.1",4.16189761820374e-06,-0.675762174112133,0.018,0.02,0.0740942632968811,"18","HCG25"
"GLCE",4.24020649305431e-06,0.738526895613268,0.016,0.007,0.0754883961958459,"18","GLCE"
"SLC25A15.2",4.24519556717217e-06,0.574058466083169,0.019,0.009,0.0755772166823661,"18","SLC25A15"
"TOP2A",4.3613864574044e-06,2.29632940913471,0.012,0.002,0.0776457631011706,"18","TOP2A"
"ZNF492",4.36695664008946e-06,0.738152023197093,0.012,0.004,0.0777449290635127,"18","ZNF492"
"HYAL3",4.39298835668609e-06,1.00028307212023,0.01,0.003,0.0782083717140824,"18","HYAL3"
"FP236383.5.1",4.44889414240407e-06,-0.203495900531324,0.022,0.018,0.0792036624172196,"18","FP236383.5"
"ZMYM4-AS1",4.4499402001018e-06,-0.382250204895398,0.015,0.013,0.0792222853824123,"18","ZMYM4-AS1"
"POLR3B.1",4.45628051341744e-06,-0.205298351773993,0.02,0.016,0.0793351619803706,"18","POLR3B"
"ZNF367",4.49499139338507e-06,-0.140240375872373,0.014,0.01,0.0800243317764345,"18","ZNF367"
"AL117336.2",4.51716927895059e-06,-0.635081653690601,0.012,0.013,0.0804191646731573,"18","AL117336.2"
"AL035701.1.1",4.54423961258437e-06,-1.39111076080773,0.015,0.032,0.0809010978228395,"18","AL035701.1"
"TM4SF19.2",4.57306043600059e-06,-3.74608509900095,0.002,0.013,0.0814141949421185,"18","TM4SF19"
"FAM171A2",4.64514704598787e-06,-1.17288840340283,0.01,0.015,0.082697552859722,"18","FAM171A2"
"CLIP3",4.69780903664368e-06,-0.797144833962142,0.013,0.015,0.0836350942793674,"18","CLIP3"
"GIPR.1",4.74165481394249e-06,-0.836370225256612,0.02,0.026,0.0844156806526181,"18","GIPR"
"L2HGDH",4.82112695474561e-06,0.161155619980366,0.023,0.015,0.0858305231753361,"18","L2HGDH"
"TMEM9B-AS1",4.86167950044487e-06,0.255212431985203,0.014,0.008,0.08655248014642,"18","TMEM9B-AS1"
"AC004241.1",4.86986874991789e-06,-1.00665451506055,0.015,0.022,0.0866982733547882,"18","AC004241.1"
"MAPRE3",4.89742316433749e-06,-0.110800963888536,0.018,0.013,0.0871888245947004,"18","MAPRE3"
"AC003681.1",4.918061938101e-06,-0.919342000739354,0.012,0.014,0.0875562566840121,"18","AC003681.1"
"AL118558.3",4.98467033126821e-06,-0.499995737729297,0.011,0.01,0.0887420859075679,"18","AL118558.3"
"CDC42-AS1",5.00468998501084e-06,0.808367287043884,0.016,0.007,0.0890984958031479,"18","CDC42-AS1"
"AC100778.3",5.04589162102569e-06,-0.525409373100993,0.01,0.009,0.0898320085291203,"18","AC100778.3"
"MAP3K2-DT",5.09045537144887e-06,0.280702862388625,0.015,0.009,0.0906253769779042,"18","MAP3K2-DT"
"AC084198.2",5.13392953224418e-06,0.191814700341521,0.019,0.012,0.0913993474625431,"18","AC084198.2"
"PRC1",5.13471840410742e-06,-1.17711373083669,0.009,0.012,0.0914133917483245,"18","PRC1"
"AC069185.1",5.15623772438147e-06,0.186521144864393,0.012,0.007,0.0917965002071632,"18","AC069185.1"
"H1FX-AS1",5.15836868364137e-06,-0.721551149411667,0.015,0.017,0.0918344376748673,"18","H1FX-AS1"
"WDR86-AS1",5.17748419734564e-06,2.13700371701587,0.013,0.003,0.0921747511653445,"18","WDR86-AS1"
"PERP.2",5.29552609939262e-06,-1.34633421071406,0.009,0.016,0.0942762511474869,"18","PERP"
"EPDR1.1",5.40903507778611e-06,-1.76857843994181,0.008,0.016,0.0962970514898261,"18","EPDR1"
"MSC-AS1.3",5.43534589535717e-06,-2.11020007709361,0.005,0.012,0.0967654629750437,"18","MSC-AS1"
"DNAJC18",5.46320484468897e-06,-0.241261618297894,0.021,0.017,0.0972614358499978,"18","DNAJC18"
"GPAT2",5.48952277840347e-06,-0.367275473863254,0.014,0.012,0.097729974023917,"18","GPAT2"
"AL353622.1",5.52442494050823e-06,-0.866649353948492,0.015,0.02,0.098351337215868,"18","AL353622.1"
"LEF1-AS1.3",5.53016237937706e-06,0.337930772087573,0.025,0.014,0.0984534808400498,"18","LEF1-AS1"
"MCM3AP-AS1.1",5.58196690522214e-06,-0.102915861739347,0.021,0.016,0.0993757568136698,"18","MCM3AP-AS1"
"PIGZ",5.60824274828637e-06,-0.436599120692564,0.012,0.009,0.0998435456477422,"18","PIGZ"
