"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"SNHG5.1",3.42854659394699e-15,0.194873138603827,0.253,0.266,6.10384150120383e-11,"17","SNHG5"
"RPS27A",3.43153995772147e-15,-0.115572959986055,0.997,0.999,6.10917058673154e-11,"17","RPS27A"
"TMEM14C.2",3.43500044333347e-15,-0.538801038434611,0.068,0.122,6.11533128926658e-11,"17","TMEM14C"
"STK26.2",3.43608975967857e-15,-0.342940356558414,0.15,0.219,6.11727059915577e-11,"17","STK26"
"MGAT4A.1",3.43892877151153e-15,-0.225156458535113,0.215,0.285,6.12232489192197e-11,"17","MGAT4A"
"TRA2B",3.45635341056425e-15,-0.122276019662265,0.333,0.407,6.15334597682754e-11,"17","TRA2B"
"LRRFIP1",3.52796413084207e-15,-0.117493320353102,0.373,0.452,6.28083454213814e-11,"17","LRRFIP1"
"IMPDH1.2",3.53536195773159e-15,-0.756312668800543,0.068,0.13,6.29400489334954e-11,"17","IMPDH1"
"SCP2.2",3.59420953812962e-15,0.20558800427256,0.324,0.325,6.39877124073216e-11,"17","SCP2"
"LINGO2",3.63155872929256e-15,0.653500290882564,0.292,0.208,6.46526400575955e-11,"17","LINGO2"
"BBX",3.67991006959181e-15,0.175582635025255,0.319,0.331,6.5513438968943e-11,"17","BBX"
"S100A10.2",3.73818047118085e-15,-0.236260242731624,0.765,0.844,6.65508269284326e-11,"17","S100A10"
"SARNP.1",3.84456465396522e-15,0.17358898852725,0.221,0.232,6.84447845345428e-11,"17","SARNP"
"ATRAID",4.06709515676569e-15,0.112914633594434,0.253,0.273,7.24064950758996e-11,"17","ATRAID"
"HAT1",4.07679360741838e-15,0.107957044740169,0.139,0.156,7.25791565928694e-11,"17","HAT1"
"TPST2.1",4.30360455563955e-15,0.125061115877839,0.368,0.395,7.66170719040508e-11,"17","TPST2"
"LARS.2",4.33406843992913e-15,-0.176628156732373,0.091,0.13,7.71594204360582e-11,"17","LARS"
"APIP.1",4.37390930706191e-15,-0.109251797725319,0.084,0.114,7.78687073936233e-11,"17","APIP"
"TMEM165",4.37629290567647e-15,0.218206131133454,0.228,0.234,7.79111425997582e-11,"17","TMEM165"
"RAMP1.1",4.47887400954379e-15,-0.837754374351727,0.071,0.138,7.9737393991908e-11,"17","RAMP1"
"RRAGA.1",4.51760507536717e-15,0.195982056679759,0.214,0.219,8.04269231567618e-11,"17","RRAGA"
"RNMT",4.53926591182794e-15,-0.253766975368983,0.229,0.304,8.08125510282727e-11,"17","RNMT"
"SELENOH.1",4.6913729856666e-15,-0.223146990001362,0.421,0.518,8.35205132638225e-11,"17","SELENOH"
"XBP1.2",4.82974200603394e-15,-0.372054867000273,0.364,0.473,8.59838969334222e-11,"17","XBP1"
"SF3B5",4.83214371752025e-15,-0.137310519236667,0.414,0.496,8.60266546030131e-11,"17","SF3B5"
"ACTR2",4.83850574792669e-15,0.193288353612194,0.465,0.469,8.61399178303389e-11,"17","ACTR2"
"APPL1.1",4.8605416785852e-15,-0.17425874558084,0.255,0.324,8.65322235038523e-11,"17","APPL1"
"VPS4B",4.993612591029e-15,0.192918999115669,0.291,0.297,8.89012849580892e-11,"17","VPS4B"
"FIP1L1",5.01775787633884e-15,0.126802585449836,0.258,0.276,8.93311434724604e-11,"17","FIP1L1"
"EAPP",5.12525997083455e-15,0.118457948522399,0.339,0.36,9.12450032607676e-11,"17","EAPP"
"PTPRE",5.13815649692053e-15,0.122115876490167,0.265,0.29,9.14746001146761e-11,"17","PTPRE"
"RPS4X",5.21421726584977e-15,-0.177669435716562,0.992,0.995,9.28287099839234e-11,"17","RPS4X"
"SLC25A20",5.35300024822083e-15,0.703072748856273,0.125,0.093,9.52994634190754e-11,"17","SLC25A20"
"BLOC1S1",5.41423906089607e-15,0.251882865885674,0.522,0.498,9.63896980011327e-11,"17","BLOC1S1"
"ATP5ME.1",5.45207635489279e-15,0.214956605519992,0.587,0.579,9.70633153461563e-11,"17","ATP5ME"
"TBCC",5.50877357538063e-15,0.294875718631101,0.273,0.26,9.80726959625014e-11,"17","TBCC"
"SSBP2.1",5.53788665957395e-15,-0.358232661320461,0.09,0.139,9.85909962003951e-11,"17","SSBP2"
"KLC1.1",5.60823512678309e-15,-0.194412654677917,0.113,0.158,9.98434099621194e-11,"17","KLC1"
"NT5C",5.67793180623779e-15,-0.107694078803679,0.308,0.372,1.01084219946451e-10,"17","NT5C"
"RNF187.1",5.87497314788105e-15,-0.212995649285224,0.328,0.413,1.04592146951726e-10,"17","RNF187"
"EEF2.1",5.88997974206141e-15,-0.252007836566066,0.786,0.858,1.04859309347919e-10,"17","EEF2"
"KIAA2013",5.89466986180562e-15,0.219352544330136,0.169,0.176,1.04942807549725e-10,"17","KIAA2013"
"HBP1.1",5.96318202540267e-15,0.164191100997758,0.24,0.252,1.06162529598244e-10,"17","HBP1"
"STT3B",6.0513256159609e-15,-0.158745721393031,0.238,0.303,1.07731749940952e-10,"17","STT3B"
"CD69.2",6.13228787169638e-15,-0.479096950907253,0.392,0.499,1.09173120979811e-10,"17","CD69"
"BHLHE40",6.298749905165e-15,-0.312693166962326,0.508,0.616,1.12136644561652e-10,"17","BHLHE40"
"GCHFR.2",6.77123696283887e-15,-0.473809576989698,0.211,0.304,1.2054833164942e-10,"17","GCHFR"
"EXOG",6.84152655994783e-15,0.560648402886899,0.105,0.09,1.21799697346751e-10,"17","EXOG"
"MIF4GD",7.22217831221261e-15,0.253593683797776,0.251,0.247,1.28576440492321e-10,"17","MIF4GD"
"RPS6KA1.2",7.34880520172262e-15,0.148925462328284,0.231,0.245,1.30830779006268e-10,"17","RPS6KA1"
"PGM1",7.77619760987533e-15,-0.412693693552169,0.215,0.306,1.3843964604861e-10,"17","PGM1"
"DCTN2.1",7.87896055122825e-15,0.199097625598937,0.252,0.256,1.40269134693517e-10,"17","DCTN2"
"ABHD2.2",7.95393161000849e-15,-0.328937317545289,0.211,0.292,1.41603844452981e-10,"17","ABHD2"
"TMED1",8.07408619847539e-15,0.12495038919438,0.141,0.158,1.43742956591457e-10,"17","TMED1"
"ATP6AP1",8.09408568455482e-15,0.129824031372017,0.253,0.269,1.4409900744213e-10,"17","ATP6AP1"
"TMEM11",8.11535908033162e-15,0.155852363581588,0.15,0.162,1.44477737707144e-10,"17","TMEM11"
"KAT8",8.48614720994999e-15,0.27236886111552,0.165,0.166,1.5107887877874e-10,"17","KAT8"
"DLST",8.75967189863642e-15,0.114272308859842,0.158,0.176,1.55948438811424e-10,"17","DLST"
"ACBD6",9.07837217962631e-15,-0.119998099567275,0.131,0.172,1.61622259913887e-10,"17","ACBD6"
"SIVA1.1",9.22303092072816e-15,0.118416639416863,0.234,0.249,1.64197619481723e-10,"17","SIVA1"
"ZNRD1",9.34851251946779e-15,0.167979013151132,0.284,0.293,1.66431568384085e-10,"17","ZNRD1"
"NUTM2B-AS1",9.48399056641233e-15,0.289504057139206,0.253,0.244,1.68843484053839e-10,"17","NUTM2B-AS1"
"APEX1.1",9.7417438481512e-15,-0.272739505336219,0.15,0.209,1.73432265728636e-10,"17","APEX1"
"ICAM2.2",9.74477843135151e-15,-0.286411510911502,0.206,0.279,1.73486290413351e-10,"17","ICAM2"
"KDM5B.1",9.84404441184362e-15,-0.398954831695933,0.208,0.294,1.75253522664052e-10,"17","KDM5B"
"IQGAP2.2",1.02464746905873e-14,0.272009140860608,0.504,0.487,1.82417988916526e-10,"17","IQGAP2"
"MYO1F.1",1.03622742483424e-14,0.281233630245511,0.536,0.515,1.8447956844324e-10,"17","MYO1F"
"MAZ",1.05334294357836e-14,-0.277803832164501,0.304,0.394,1.87526644245255e-10,"17","MAZ"
"ZBTB38.2",1.05829616759198e-14,0.431339813555188,0.352,0.299,1.884084667164e-10,"17","ZBTB38"
"RBM17",1.06061973575289e-14,-0.184911056297921,0.265,0.335,1.88822131556087e-10,"17","RBM17"
"PSMG2",1.0888973723926e-14,0.102703113279458,0.271,0.292,1.93856399207054e-10,"17","PSMG2"
"NEK7.1",1.09740828489212e-14,0.173282807896657,0.241,0.255,1.95371596959343e-10,"17","NEK7"
"ARID2",1.09765724525811e-14,0.182212709380611,0.211,0.224,1.95415919373301e-10,"17","ARID2"
"MRPL37",1.10867340417228e-14,-0.18035624682491,0.103,0.141,1.97377126144791e-10,"17","MRPL37"
"CUTA",1.10941757719607e-14,-0.136826909673272,0.418,0.501,1.97509611268216e-10,"17","CUTA"
"PPP2R2A",1.1275943964538e-14,0.289052495475038,0.186,0.184,2.00745630400669e-10,"17","PPP2R2A"
"AC105402.3.1",1.16745490422779e-14,1.13990429748157,0.103,0.053,2.07841996599674e-10,"17","AC105402.3"
"FAM174C.2",1.22670113030247e-14,0.119352529548922,0.222,0.242,2.1838960222775e-10,"17","FAM174C"
"OASL",1.23988571826617e-14,0.465840152443645,0.393,0.338,2.20736854422927e-10,"17","OASL"
"SRSF4",1.33976742750926e-14,0.160278032851274,0.361,0.374,2.38518795119473e-10,"17","SRSF4"
"PICALM",1.34769976490512e-14,0.426956188555963,0.315,0.271,2.39930989146059e-10,"17","PICALM"
"ASH1L",1.36451224062182e-14,0.179899994065673,0.315,0.326,2.42924114197902e-10,"17","ASH1L"
"SRP9.1",1.39398349136112e-14,0.170826631388529,0.5,0.509,2.4817088096702e-10,"17","SRP9"
"PSENEN",1.41479616774116e-14,0.286956795301955,0.234,0.224,2.51876161742958e-10,"17","PSENEN"
"PDE6G.1",1.43932191936465e-14,-0.636920210675746,0.057,0.107,2.56242481304488e-10,"17","PDE6G"
"TMEM134.1",1.45241643745984e-14,-0.323793254457438,0.169,0.238,2.58573698360976e-10,"17","TMEM134"
"UBLCP1.1",1.45576439023653e-14,0.338578841135326,0.182,0.171,2.59169734393809e-10,"17","UBLCP1"
"RPL19",1.49197141161247e-14,-0.14382223559321,0.992,0.998,2.65615670409368e-10,"17","RPL19"
"CIB1",1.49429074476404e-14,0.244679020522935,0.461,0.446,2.66028581290341e-10,"17","CIB1"
"INPP5K.1",1.52572717987828e-14,0.162743414282166,0.157,0.167,2.71625209833729e-10,"17","INPP5K"
"MECP2.1",1.56139562551432e-14,0.302489314705792,0.286,0.272,2.77975263210314e-10,"17","MECP2"
"STX8.1",1.5635829096293e-14,0.17749308868073,0.284,0.296,2.78364665401304e-10,"17","STX8"
"NFYC.1",1.56519334539182e-14,0.37973033637893,0.157,0.147,2.78651371280107e-10,"17","NFYC"
"UBE2A.1",1.59610803835105e-14,0.344496336490273,0.227,0.207,2.84155114067638e-10,"17","UBE2A"
"SPOUT1",1.60139343491515e-14,0.304130949959723,0.082,0.086,2.85096073217944e-10,"17","SPOUT1"
"CAMTA1.1",1.62434067285765e-14,0.267494852514785,0.202,0.197,2.89181369988847e-10,"17","CAMTA1"
"HSF1",1.62752582760332e-14,-0.116442540680124,0.202,0.252,2.89748423088219e-10,"17","HSF1"
"EPS15.1",1.62873356063234e-14,0.292670830115803,0.325,0.31,2.89963435799376e-10,"17","EPS15"
"MCUB.2",1.65130847833049e-14,-0.150364589983729,0.26,0.33,2.93982448397177e-10,"17","MCUB"
"HNRNPDL.1",1.67089574140099e-14,-0.204725336121496,0.605,0.706,2.97469568841618e-10,"17","HNRNPDL"
"HMGN4.1",1.71260816129402e-14,0.149676928289234,0.304,0.317,3.04895630955175e-10,"17","HMGN4"
"KRR1",1.73921983722801e-14,0.120290229226362,0.182,0.199,3.09633307621702e-10,"17","KRR1"
"TALDO1.2",1.78532477832026e-14,0.188681995055072,0.267,0.272,3.17841370284357e-10,"17","TALDO1"
"RAB4B",1.87073726345401e-14,0.252685365793589,0.172,0.175,3.33047355012717e-10,"17","RAB4B"
"CCNJL.2",1.88728339326795e-14,-0.512656432088514,0.068,0.117,3.35993062503493e-10,"17","CCNJL"
"THAP7.2",1.90799118085092e-14,0.161319620484321,0.127,0.138,3.39679669926889e-10,"17","THAP7"
"CEBPZ",1.93437146527318e-14,0.17982912215072,0.264,0.276,3.44376151962584e-10,"17","CEBPZ"
"ERGIC1.2",1.94097452642944e-14,-0.428621099578086,0.2,0.287,3.45551694940233e-10,"17","ERGIC1"
"FGFBP2.2",1.97848216350816e-14,0.369922249382302,0.671,0.628,3.52229179569357e-10,"17","FGFBP2"
"ASL.1",2.02960416946334e-14,-0.276218727337547,0.11,0.156,3.61330430289559e-10,"17","ASL"
"OCIAD2.2",2.13519590721007e-14,0.210328423399597,0.328,0.327,3.8012892736061e-10,"17","OCIAD2"
"LGALS9B.2",2.13788948858413e-14,-1.26439146747432,0.032,0.083,3.80608465652632e-10,"17","LGALS9B"
"MRPS35.1",2.14291685000103e-14,-0.189127636225983,0.105,0.146,3.81503486805684e-10,"17","MRPS35"
"CRLF3",2.15478824983722e-14,0.211708710190827,0.195,0.198,3.83616952118521e-10,"17","CRLF3"
"COMMD7.1",2.18177705886077e-14,-0.159688406796354,0.245,0.306,3.88421769788983e-10,"17","COMMD7"
"EPB41L4A-AS1.1",2.21152633909245e-14,-0.373464565009481,0.234,0.323,3.9371803414863e-10,"17","EPB41L4A-AS1"
"DGKZ",2.21220262046966e-14,-0.140391089996797,0.333,0.406,3.93838432522213e-10,"17","DGKZ"
"ZNF706.2",2.26866914582122e-14,0.116451481502423,0.313,0.331,4.03891168030553e-10,"17","ZNF706"
"TBX21.1",2.28765169989996e-14,0.268930683251466,0.454,0.435,4.0727063213319e-10,"17","TBX21"
"NR1H2.1",2.31294121746518e-14,0.171883728406331,0.224,0.232,4.11772924945327e-10,"17","NR1H2"
"BCKDK.1",2.33824873282138e-14,-0.344817582082843,0.08,0.123,4.1627842190419e-10,"17","BCKDK"
"RAB5IF",2.33871735794008e-14,0.171785404106074,0.302,0.312,4.16361851234072e-10,"17","RAB5IF"
"HLA-A",2.37655029401967e-14,0.11699533241786,0.999,0.999,4.23097248844322e-10,"17","HLA-A"
"AL157402.2.1",2.38742576650946e-14,0.9664127193247,0.115,0.069,4.25033409211679e-10,"17","AL157402.2"
"CSNK2A2.1",2.39242060329318e-14,-0.536771334797358,0.072,0.123,4.25922640004285e-10,"17","CSNK2A2"
"PSMD2",2.44071117582593e-14,0.193324810399899,0.206,0.213,4.34519810632291e-10,"17","PSMD2"
"EZR.2",2.49006459006925e-14,0.349727105431026,0.345,0.319,4.43306198970029e-10,"17","EZR"
"F2R.2",2.58405744115014e-14,0.48147142246841,0.331,0.27,4.60039746247959e-10,"17","F2R"
"IL12RB2.2",2.59530133944209e-14,-0.716853758924645,0.066,0.125,4.62041497460875e-10,"17","IL12RB2"
"COX20.1",2.62265719695576e-14,-0.1689315482258,0.143,0.19,4.66911660774034e-10,"17","COX20"
"CLTC",2.65239257009408e-14,0.223144115474648,0.223,0.227,4.72205449253848e-10,"17","CLTC"
"ANKRD10",2.67793140878654e-14,0.158755361959924,0.269,0.28,4.76752128706268e-10,"17","ANKRD10"
"TIMM13.1",2.71643864241354e-14,-0.333072476296943,0.129,0.187,4.83607571508883e-10,"17","TIMM13"
"SH3D21.1",2.71837387283385e-14,-1.14235937156561,0.034,0.083,4.83952100580611e-10,"17","SH3D21"
"XRCC6",2.72010205236549e-14,0.101996001498023,0.444,0.469,4.84259768382629e-10,"17","XRCC6"
"MKLN1",2.76541603312521e-14,0.321066836191254,0.194,0.189,4.92327016377281e-10,"17","MKLN1"
"TOX",2.80203302980677e-14,0.366098201787457,0.366,0.335,4.98845940296499e-10,"17","TOX"
"TIMM17A",2.95169146987479e-14,0.260138683982062,0.154,0.152,5.2548963238181e-10,"17","TIMM17A"
"LSM6.2",2.95694544133495e-14,0.117885116599306,0.215,0.233,5.26424996920861e-10,"17","LSM6"
"NDUFB2.1",2.95700375921223e-14,0.105703159340951,0.478,0.503,5.26435379252554e-10,"17","NDUFB2"
"DDIT3.2",3.00096603574568e-14,-0.402702392083825,0.214,0.303,5.34261983343803e-10,"17","DDIT3"
"PLSCR3",3.02727088234741e-14,-0.178967157835804,0.113,0.152,5.3894503518431e-10,"17","PLSCR3"
"MDP1",3.05115608310231e-14,0.162774388888699,0.132,0.144,5.43197317474704e-10,"17","MDP1"
"IMPDH2.1",3.05186639677536e-14,-0.347804326271875,0.133,0.193,5.43323774617917e-10,"17","IMPDH2"
"RPL36A.1",3.07874306540022e-14,-0.216291178007459,0.812,0.876,5.481086279332e-10,"17","RPL36A"
"STRAP.1",3.1923846640171e-14,0.198587650082017,0.228,0.235,5.68340241734965e-10,"17","STRAP"
"SMAD3.2",3.22385498706567e-14,-0.109868643035285,0.159,0.205,5.73942903347301e-10,"17","SMAD3"
"SRP68.1",3.24090448042998e-14,0.157539299613103,0.124,0.136,5.7697822465095e-10,"17","SRP68"
"GRAP2.2",3.26555222823131e-14,0.463863103751148,0.233,0.201,5.81366263192021e-10,"17","GRAP2"
"RPUSD3",3.33383868517602e-14,-0.116439522079267,0.169,0.211,5.93523301121887e-10,"17","RPUSD3"
"ELOVL1",3.34014457972124e-14,0.159774014718941,0.176,0.185,5.94645939527772e-10,"17","ELOVL1"
"PIBF1",3.35061181279774e-14,0.217359073168282,0.158,0.169,5.96509421032382e-10,"17","PIBF1"
"NAA50.1",3.35380177230303e-14,0.396209595682111,0.278,0.245,5.97077329523109e-10,"17","NAA50"
"MRPS16.1",3.38911648804915e-14,0.296526123657745,0.152,0.15,6.03364408367389e-10,"17","MRPS16"
"DIAPH1.1",3.49014156974388e-14,0.166501553569983,0.342,0.351,6.21349903661504e-10,"17","DIAPH1"
"SF3A1",3.56016076484054e-14,0.10377014744769,0.331,0.355,6.33815420964561e-10,"17","SF3A1"
"SKP1",3.61267026967533e-14,0.17376473857886,0.653,0.66,6.43163688110299e-10,"17","SKP1"
"HMG20A.1",3.73615777981009e-14,0.145528173580797,0.105,0.118,6.6514816953959e-10,"17","HMG20A"
"TRGV9.1",3.79089891048023e-14,0.167076865980962,0.226,0.255,6.74893733032795e-10,"17","TRGV9"
"SDF2",3.91521810665106e-14,0.182861564498761,0.224,0.229,6.97026279527088e-10,"17","SDF2"
"NEMF",3.98708955029594e-14,0.10436920836097,0.248,0.272,7.09821552639186e-10,"17","NEMF"
"ITCH",3.99598444425705e-14,0.118314396208148,0.289,0.315,7.11405110611082e-10,"17","ITCH"
"PHTF1.2",4.01899756253104e-14,0.213265088450959,0.119,0.128,7.15502136057401e-10,"17","PHTF1"
"RFTN1.1",4.0785244813055e-14,0.201899139033259,0.294,0.3,7.26099713406819e-10,"17","RFTN1"
"ARL14EP.2",4.16584342402039e-14,-0.207074564562537,0.14,0.19,7.4164510477835e-10,"17","ARL14EP"
"PRMT1",4.28807357121513e-14,-0.196804605710331,0.285,0.359,7.63405737883429e-10,"17","PRMT1"
"PSMB3.1",4.36606298298412e-14,0.219963653229387,0.433,0.42,7.77290192860663e-10,"17","PSMB3"
"VAMP7",4.38622506159422e-14,0.409637216025801,0.1,0.092,7.80879647715619e-10,"17","VAMP7"
"MRPL21",4.44533727011781e-14,-0.108287044775846,0.138,0.176,7.91403394199073e-10,"17","MRPL21"
"SATB1-AS1.2",4.58903204816939e-14,-0.222444636058126,0.127,0.177,8.16985375535597e-10,"17","SATB1-AS1"
"ATP11B",4.63256000390286e-14,0.160699320008683,0.252,0.264,8.24734657494826e-10,"17","ATP11B"
"OAZ1",4.69197101226449e-14,0.171341920998475,0.925,0.935,8.35311599313447e-10,"17","OAZ1"
"MRPS18B",4.71814877404422e-14,0.166731514580591,0.214,0.224,8.39972026243092e-10,"17","MRPS18B"
"SCAMP3",4.82957539519285e-14,0.161628604772241,0.211,0.223,8.59809307606184e-10,"17","SCAMP3"
"PDCD10",5.00591053437811e-14,0.268029875420914,0.281,0.269,8.91202252435335e-10,"17","PDCD10"
"SENP6",5.0549999102339e-14,0.127438027218344,0.278,0.298,8.99941634018942e-10,"17","SENP6"
"TXNIP.1",5.13577786532268e-14,0.295733130808471,0.606,0.595,9.14322533363396e-10,"17","TXNIP"
"SNRPD3.1",5.16475629282147e-14,0.40209608103414,0.257,0.223,9.19481562811007e-10,"17","SNRPD3"
"PXN.2",5.1793508278228e-14,-0.251258973941231,0.137,0.19,9.22079827877293e-10,"17","PXN"
"ISCU",5.19593082781063e-14,0.282880281186967,0.401,0.373,9.25031565275126e-10,"17","ISCU"
"SLIRP.1",5.25129683281702e-14,0.171984001800785,0.204,0.213,9.34888375146415e-10,"17","SLIRP"
"EIF4E.1",5.29060258207244e-14,0.230249771954625,0.168,0.169,9.41885977686357e-10,"17","EIF4E"
"IRAK1",5.36299050058419e-14,-0.218311223552659,0.091,0.129,9.54773198819003e-10,"17","IRAK1"
"GRAMD1A.2",5.36637585589239e-14,-0.333477854840453,0.129,0.186,9.55375893624522e-10,"17","GRAMD1A"
"MRFAP1L1",5.4184521955917e-14,0.294074547286094,0.338,0.314,9.64647044381191e-10,"17","MRFAP1L1"
"TMEM9B.2",5.65317226739205e-14,0.301763856374896,0.214,0.205,1.00643425876381e-09,"17","TMEM9B"
"RNF13",5.71936480170835e-14,0.32965758296135,0.217,0.204,1.01821851564814e-09,"17","RNF13"
"SRI.1",5.84941532567452e-14,0.122434127552329,0.369,0.387,1.04137141042983e-09,"17","SRI"
"LYPLA2",6.07949538125963e-14,-0.161476942018883,0.14,0.183,1.08233256272565e-09,"17","LYPLA2"
"SCFD1.1",6.28507294316152e-14,0.240150389348842,0.163,0.166,1.11893153607104e-09,"17","SCFD1"
"SMYD3.1",6.33295038394516e-14,0.258447888353677,0.253,0.253,1.12745515685376e-09,"17","SMYD3"
"RBM4",6.42830197127631e-14,0.129845914579371,0.345,0.363,1.14443059994632e-09,"17","RBM4"
"BCKDHA.1",6.50216749330964e-14,-0.314546630901128,0.192,0.264,1.15758087883392e-09,"17","BCKDHA"
"SCNM1.2",6.55473104636932e-14,0.169837260618051,0.223,0.23,1.16693876818513e-09,"17","SCNM1"
"ECH1",6.62110255815652e-14,-0.106733408346302,0.354,0.421,1.1787548884286e-09,"17","ECH1"
"PDE7A",6.92145261528455e-14,0.310628244732205,0.292,0.279,1.23222620909911e-09,"17","PDE7A"
"SFMBT2.2",7.08069645896963e-14,-0.263313374078593,0.142,0.199,1.26057639059036e-09,"17","SFMBT2"
"IL18R1.2",7.26523267266802e-14,-1.03106199165523,0.041,0.093,1.29342937271509e-09,"17","IL18R1"
"EIF1.1",7.41687582261794e-14,-0.170447317738274,0.948,0.967,1.32042640270067e-09,"17","EIF1"
"PPT1.1",7.43808532225322e-14,0.480737599331383,0.1,0.089,1.32420232992074e-09,"17","PPT1"
"UBA3",7.51276720723556e-14,0.107132760227437,0.205,0.225,1.33749794590415e-09,"17","UBA3"
"TXNDC12.1",7.51310907221671e-14,0.17141778508474,0.166,0.176,1.33755880812674e-09,"17","TXNDC12"
"HCFC1R1.1",7.64669228943827e-14,-0.353607299017481,0.213,0.292,1.36134062828869e-09,"17","HCFC1R1"
"BLOC1S2.1",7.76769472377695e-14,0.255623034727549,0.176,0.173,1.38288269167401e-09,"17","BLOC1S2"
"RPL29",8.12199213179317e-14,-0.135028224830813,0.991,0.997,1.44595825922314e-09,"17","RPL29"
"EMG1.1",8.13240120053133e-14,0.122898770493243,0.092,0.106,1.44781138573059e-09,"17","EMG1"
"VPS72",8.22407632346685e-14,0.204984333351573,0.181,0.185,1.4641323078668e-09,"17","VPS72"
"CAPN12.1",8.25126438174171e-14,-0.492208116842144,0.108,0.173,1.46897259788148e-09,"17","CAPN12"
"SLC35A3.1",8.28916251381443e-14,0.325368879859756,0.079,0.08,1.47571960233438e-09,"17","SLC35A3"
"PRDX2.2",8.35709997689564e-14,0.27141608968346,0.205,0.202,1.48781450888673e-09,"17","PRDX2"
"SLC35B1",8.43236007225552e-14,-0.115534109905717,0.093,0.125,1.50121306366365e-09,"17","SLC35B1"
"C9orf78",8.62125693912757e-14,0.165080259669318,0.347,0.356,1.53484237287288e-09,"17","C9orf78"
"MRPL57",8.62639910969825e-14,-0.131093057227176,0.304,0.371,1.53575783349958e-09,"17","MRPL57"
"UBE2E3",8.68017178236837e-14,0.119634103239398,0.295,0.314,1.54533098241504e-09,"17","UBE2E3"
"ZFAND3.1",8.71857673511684e-14,0.151262429457205,0.305,0.324,1.55216821615285e-09,"17","ZFAND3"
"PSMA5",8.92142731416221e-14,0.131538311702109,0.447,0.462,1.5882817047403e-09,"17","PSMA5"
"BLOC1S6",8.92421196429657e-14,0.106469527481144,0.129,0.148,1.58877745600372e-09,"17","BLOC1S6"
"SS18",8.95952383791234e-14,0.249834571173317,0.207,0.21,1.59506402886353e-09,"17","SS18"
"CATSPER1.2",8.95999163509432e-14,-0.699512485672295,0.053,0.102,1.59514731079584e-09,"17","CATSPER1"
"RPL17",9.01711947277936e-14,-0.160944241522139,0.943,0.971,1.60531777973891e-09,"17","RPL17"
"NDFIP1.1",9.09368056639612e-14,-0.109722177589012,0.252,0.307,1.6189479512355e-09,"17","NDFIP1"
"PCGF6",9.10753898740532e-14,0.278235642596197,0.056,0.063,1.62141516592777e-09,"17","PCGF6"
"PET100",9.16807218365572e-14,0.193708395936873,0.543,0.534,1.63219189085623e-09,"17","PET100"
"RPS29.1",9.37173520947241e-14,0.202857440377965,0.897,0.908,1.66845001934237e-09,"17","RPS29"
"HDAC7.2",9.59039643944615e-14,-0.202492347017256,0.114,0.158,1.7073782781146e-09,"17","HDAC7"
"SRA1.1",9.64717619537556e-14,0.305569345579703,0.167,0.162,1.71748677806271e-09,"17","SRA1"
"NFATC3.1",9.66393235341677e-14,0.178737387010406,0.367,0.376,1.72046987687879e-09,"17","NFATC3"
"SHKBP1.1",9.80423614861775e-14,0.11588720127613,0.266,0.283,1.74544816153842e-09,"17","SHKBP1"
"PHAX",1.01733191148281e-13,-0.157667638203642,0.146,0.19,1.81115600201284e-09,"17","PHAX"
"CCR7.2",1.03877042289921e-13,-1.41840521497306,0.016,0.055,1.84932298388746e-09,"17","CCR7"
"ZGPAT",1.04139056611584e-13,0.208582866108278,0.141,0.148,1.85398762485603e-09,"17","ZGPAT"
"PSTPIP1.2",1.04268747529279e-13,-0.402324481178873,0.228,0.314,1.85629651226375e-09,"17","PSTPIP1"
"TAF12.1",1.0494162702688e-13,0.214538701963939,0.148,0.153,1.86827578595955e-09,"17","TAF12"
"RSU1.1",1.05070023638934e-13,0.139458114618682,0.16,0.176,1.87056163084394e-09,"17","RSU1"
"DENND5A.2",1.05598588768608e-13,-0.903499209550659,0.031,0.072,1.87997167584753e-09,"17","DENND5A"
"DNMT1",1.07559634327044e-13,0.107417125374614,0.236,0.26,1.91488416992436e-09,"17","DNMT1"
"ELAVL1.2",1.08586350858545e-13,-0.109488148971144,0.179,0.222,1.93316280433468e-09,"17","ELAVL1"
"GEMIN7.1",1.08623684649919e-13,-0.134403798629063,0.195,0.246,1.93382745782251e-09,"17","GEMIN7"
"COMTD1",1.09148835999741e-13,-0.538117816783154,0.077,0.129,1.94317672730339e-09,"17","COMTD1"
"BFAR.1",1.10550520151526e-13,-0.20620339293739,0.142,0.19,1.96813091025762e-09,"17","BFAR"
"ORAI3.2",1.12373373842523e-13,-0.253492357001342,0.149,0.204,2.00058317451844e-09,"17","ORAI3"
"RNGTT",1.12821992975612e-13,0.542011377177894,0.127,0.107,2.00856994094482e-09,"17","RNGTT"
"NAA10.1",1.12961047603818e-13,0.440123708672089,0.231,0.197,2.01104553049077e-09,"17","NAA10"
"ATXN2L.1",1.13390790224581e-13,-0.148757583931076,0.278,0.343,2.01869623836822e-09,"17","ATXN2L"
"TCIRG1.2",1.18951762255218e-13,-0.227366771630586,0.352,0.44,2.11769822342965e-09,"17","TCIRG1"
"MBD5.1",1.23631037100594e-13,0.380924806886528,0.349,0.311,2.20100335350187e-09,"17","MBD5"
"NGLY1",1.23703700295433e-13,-0.193298438910735,0.185,0.24,2.20229697635959e-09,"17","NGLY1"
